plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	raw_r4_ch1	raw_r5_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	raw/PlateMedian_r4_ch1	raw/PlateMedian_r5_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	normalized_r4_ch1	normalized_r5_ch1	PlateName	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
1	96	0.62	D24	sample	sample	1206301	1300113	1403821	1261983	1666204	1300113	1367684.4	0.816	0.806	0.844	0.997	0.831	0.947	0.947	0.955	1.034	0.951	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	38	0.61	B14	sample	sample	1790663	1797179	1543448	NA	NA	1790663	1710430	0.89	0.957	0.798	NA	NA	0.96	0.971	0.937	NA	NA	2	Bendamustine	0.625	DMSO	0	Bendamustine_0.625_DMSO_0.625
2	76	0.61	D04	sample	sample	1684368	1708008	1738626	NA	NA	1708008	1710334	0.837	0.91	0.899	NA	NA	0.947	0.961	0.962	NA	NA	2	Bendamustine	0.01953125	U0126	0.01953125	Bendamustine_0.01953125_U0126_0.01953125
2	71	0.61	C23	neg	neg	1777969	1722371	1637105	NA	NA	1722371	1712481.66666667	0.884	0.917	0.846	NA	NA	0.959	0.962	0.95	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
1	52	0.6	C04	sample	sample	1309967	1411593	1570234	513688	1803142	1411593	1321724.8	0.886	0.876	0.943	0.406	0.899	0.964	0.963	0.979	0.844	0.967	1	Bendamustine	0.01953125	WORT	0.01953125	Bendamustine_0.01953125_WORT_0.01953125
1	145	0.6	G01	sample	sample	1206989	1467600	1400001	766867	1813027	1400001	1330896.8	0.817	0.91	0.841	0.606	0.904	0.947	0.971	0.955	0.929	0.969	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	224	0.59	J08	sample	sample	1025377	1344752	1348004	1765581	1789242	1348004	1454591.2	0.694	0.834	0.81	1.4	0.892	0.914	0.954	0.947	1.105	0.966	1	Disulfiram	0.078125	DMSO	0	Disulfiram_0.078125_DMSO_0.078125
2	95	0.59	D23	neg	neg	1809263	1696130	1655997	NA	NA	1696130	1720463.33333333	0.899	0.903	0.856	NA	NA	0.962	0.959	0.952	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
1	68	0.59	C20	sample	sample	1185859	1373714	1242865	1099169	1958164	1242865	1371954.2	0.802	0.852	0.747	0.869	0.976	0.944	0.958	0.93	1.005	0.984	1	Bendamustine	5	WORT	5	Bendamustine_5_WORT_5
2	92	0.57	D20	sample	sample	1791738	1672757	1715544	NA	NA	1715544	1726679.66666667	0.891	0.891	0.887	NA	NA	0.96	0.956	0.96	NA	NA	2	Bendamustine	5	U0126	5	Bendamustine_5_U0126_5
1	44	0.57	B20	sample	sample	1417359	1341481	1442737	1211921	1443221	1417359	1371343.8	0.959	0.832	0.867	0.958	0.719	0.98	0.953	0.961	1.025	0.922	1	Bendamustine	5	DMSO	0	Bendamustine_5_DMSO_5
2	39	0.56	B15	sample	sample	1797392	1639655	1757872	NA	NA	1757872	1731639.66666667	0.893	0.873	0.908	NA	NA	0.961	0.952	0.965	NA	NA	2	Bendamustine	0.15625	DMSO	0	Bendamustine_0.15625_DMSO_0.15625
2	237	0.55	J21	sample	sample	1890347	1799219	1529861	NA	NA	1799219	1739809	0.94	0.958	0.791	NA	NA	0.972	0.972	0.935	NA	NA	2	Disulfiram	0.01953125	DMSO	0	Disulfiram_0.01953125_DMSO_0.01953125
2	35	0.54	B11	sample	sample	1760845	1650113	1813604	NA	NA	1760845	1741520.66666667	0.875	0.879	0.937	NA	NA	0.957	0.953	0.971	NA	NA	2	Bendamustine	0.625	DMSO	0	Bendamustine_0.625_DMSO_0.625
1	144	0.53	F24	sample	sample	1134770	1480520	1327420	1438864	1714379	1438864	1419190.6	0.768	0.918	0.798	1.14	0.855	0.935	0.973	0.944	1.061	0.957	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	41	0.53	B17	sample	sample	1808674	1720610	1703531	NA	NA	1720610	1744271.66666667	0.899	0.917	0.88	NA	NA	0.962	0.962	0.958	NA	NA	2	Bendamustine	0.078125	DMSO	0	Bendamustine_0.078125_DMSO_0.078125
2	31	0.53	B07	sample	sample	1899588	1670859	1671837	NA	NA	1671837	1747428	0.944	0.89	0.864	NA	NA	0.973	0.956	0.954	NA	NA	2	Bendamustine	2.5	DMSO	0	Bendamustine_2.5_DMSO_2.5
2	73	0.52	D01	sample	sample	1794777	1663983	1781607	NA	NA	1781607	1746789	0.892	0.886	0.921	NA	NA	0.961	0.955	0.967	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	245	0.52	K05	sample	sample	1214931	1408594	1511767	538730	2179492	1408594	1370702.8	0.822	0.874	0.908	0.426	1.09	0.949	0.963	0.971	0.854	1.006	1	Bendamustine	5	MK2206	5	Bendamustine_5_MK2206_5
1	100	0.51	E04	sample	sample	1298207	1476665	1571744	610932	1807200	1476665	1352949.6	0.879	0.916	0.944	0.483	0.901	0.962	0.973	0.979	0.881	0.968	1	Disulfiram	0.01953125	PD	0.01953125	Disulfiram_0.01953125_PD_0.01953125
2	51	0.47	C03	sample	sample	1916753	1736137	1649515	NA	NA	1736137	1767468.33333333	0.953	0.925	0.852	NA	NA	0.974	0.964	0.951	NA	NA	2	Bendamustine	10	WORT	10	Bendamustine_10_WORT_10
2	90	0.47	D18	sample	sample	1993440	1579520	1758619	NA	NA	1758619	1777193	0.991	0.841	0.909	NA	NA	0.983	0.944	0.965	NA	NA	2	Bendamustine	2.5	U0126	2.5	Bendamustine_2.5_U0126_2.5
2	64	0.47	C16	sample	sample	1933813	1604799	1785155	NA	NA	1785155	1774589	0.961	0.855	0.923	NA	NA	0.976	0.947	0.968	NA	NA	2	Bendamustine	1.25	WORT	1.25	Bendamustine_1.25_WORT_1.25
1	102	0.46	E06	sample	sample	1340572	1515042	1574693	559444	1850884	1515042	1368127	0.907	0.94	0.946	0.442	0.923	0.969	0.978	0.979	0.862	0.973	1	Disulfiram	0.0390625	PD	0.0390625	Disulfiram_0.0390625_PD_0.0390625
1	98	0.45	E02	neg	neg	1292457	1520743	1474417	675722	1921085	1474417	1376884.8	0.875	0.943	0.886	0.534	0.958	0.961	0.979	0.966	0.902	0.98	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	40	0.45	B16	sample	sample	1353437	1369718	1428943	1405755	1614397	1405755	1434450	0.916	0.85	0.859	1.11	0.805	0.971	0.957	0.959	1.056	0.945	1	Bendamustine	1.25	DMSO	0	Bendamustine_1.25_DMSO_1.25
1	42	0.45	B18	sample	sample	1295426	1363265	1448017	1415075	1681335	1415075	1440623.6	0.877	0.846	0.87	1.12	0.838	0.962	0.956	0.962	1.058	0.953	1	Bendamustine	2.5	DMSO	0	Bendamustine_2.5_DMSO_2.5
2	47	0.44	B23	neg	neg	1879260	1683837	1785130	NA	NA	1785130	1782742.33333333	0.934	0.897	0.923	NA	NA	0.97	0.957	0.968	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
1	28	0.44	B04	sample	sample	1334935	1310353	1436287	1501034	1692648	1436287	1455051.4	0.903	0.813	0.863	1.19	0.844	0.968	0.948	0.96	1.07	0.955	1	Bendamustine	0.01953125	DMSO	0	Bendamustine_0.01953125_DMSO_0.01953125
2	222	0.42	J06	sample	sample	1855515	1670674	1841898	NA	NA	1841898	1789362.33333333	0.922	0.89	0.952	NA	NA	0.968	0.956	0.975	NA	NA	2	Disulfiram	0.0390625	DMSO	0	Disulfiram_0.0390625_DMSO_0.0390625
2	74	0.42	D02	neg	neg	1894916	1746466	1721209	NA	NA	1746466	1787530.33333333	0.942	0.93	0.89	NA	NA	0.972	0.965	0.96	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	284	0.42	L20	sample	sample	1815481	1736522	1812614	NA	NA	1812614	1788205.66666667	0.902	0.925	0.937	NA	NA	0.963	0.964	0.971	NA	NA	2	Disulfiram	5	AKTi VIII	5	Disulfiram_5_AKTi VIII_5
1	289	0.42	M01	sample	sample	1463984	1439387	1622233	458001	1971129	1463984	1390946.8	0.991	0.893	0.975	0.362	0.983	0.987	0.967	0.985	0.82	0.985	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	121	0.41	F01	sample	sample	1891195	1696588	1792055	NA	NA	1792055	1793279.33333333	0.94	0.904	0.926	NA	NA	0.972	0.959	0.969	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	29	0.39	B05	sample	sample	1374265	1323525	1460209	1509107	1686397	1460209	1470700.6	0.93	0.821	0.877	1.19	0.841	0.974	0.95	0.964	1.071	0.954	1	Bendamustine	5	DMSO	0	Bendamustine_5_DMSO_5
2	192	0.39	H24	sample	sample	1911792	1731790	1760687	NA	NA	1760687	1801423	0.95	0.922	0.91	NA	NA	0.974	0.963	0.965	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	86	0.38	D14	sample	sample	1914266	1744278	1750950	NA	NA	1750950	1803164.66666667	0.951	0.929	0.905	NA	NA	0.974	0.965	0.964	NA	NA	2	Bendamustine	0.625	U0126	0.625	Bendamustine_0.625_U0126_0.625
2	144	0.38	F24	sample	sample	1822481	1808135	1775115	NA	NA	1808135	1801910.33333333	0.906	0.963	0.917	NA	NA	0.964	0.973	0.967	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	68	0.38	C20	sample	sample	1911082	1743917	1764613	NA	NA	1764613	1806537.33333333	0.95	0.929	0.912	NA	NA	0.974	0.965	0.965	NA	NA	2	Bendamustine	5	WORT	5	Bendamustine_5_WORT_5
2	63	0.35	C15	sample	sample	1892562	1779317	1773043	NA	NA	1779317	1814974	0.941	0.948	0.916	NA	NA	0.972	0.969	0.966	NA	NA	2	Bendamustine	0.15625	WORT	0.15625	Bendamustine_0.15625_WORT_0.15625
2	94	0.35	D22	sample	sample	1864515	1792714	1789617	NA	NA	1792714	1815615.33333333	0.927	0.955	0.925	NA	NA	0.969	0.971	0.968	NA	NA	2	Bendamustine	10	U0126	10	Bendamustine_10_U0126_10
2	85	0.34	D13	sample	sample	1981808	1654959	1844741	NA	NA	1844741	1827169.33333333	0.985	0.882	0.953	NA	NA	0.982	0.954	0.975	NA	NA	2	Bendamustine	0.3125	U0126	0.3125	Bendamustine_0.3125_U0126_0.3125
1	336	0.34	N24	sample	sample	1231329	1363823	1377692	1706770	1960153	1377692	1527953.4	0.833	0.846	0.828	1.35	0.977	0.951	0.956	0.952	1.097	0.984	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	54	0.34	C06	sample	sample	1416067	1500317	1500732	471524	2291304	1500317	1435988.8	0.958	0.931	0.902	0.373	1.14	0.98	0.976	0.969	0.826	1.016	1	Bendamustine	0.0390625	WORT	0.0390625	Bendamustine_0.0390625_WORT_0.0390625
1	241	0.33	K01	sample	sample	1424321	1515997	1670427	651513	1816588	1515997	1415769.2	0.964	0.94	1	0.515	0.905	0.981	0.978	0.991	0.894	0.969	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	26	0.33	B02	neg	neg	1382728	1433191	1440027	1489216	1693501	1440027	1487732.6	0.936	0.889	0.865	1.18	0.844	0.975	0.967	0.961	1.069	0.955	1	Bendamustine	0	DMSO	0	Bendamustine_0_DMSO_0
1	146	0.32	G02	neg	neg	1455702	1505452	1465704	710399	1987031	1465704	1424857.6	0.985	0.934	0.881	0.561	0.99	0.986	0.977	0.964	0.912	0.987	1	U0126	0	DMSO	0	DMSO_0_DMSO_0
2	66	0.32	C18	sample	sample	2079156	1703960	1730515	NA	NA	1730515	1837877	1.03	0.908	0.894	NA	NA	0.992	0.96	0.961	NA	NA	2	Bendamustine	2.5	WORT	2.5	Bendamustine_2.5_WORT_2.5
2	168	0.32	G24	sample	sample	1856573	1750348	1889782	NA	NA	1856573	1832234.33333333	0.923	0.932	0.977	NA	NA	0.968	0.966	0.98	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	124	0.3	F04	sample	sample	1842875	1791075	1885356	NA	NA	1842875	1839768.66666667	0.916	0.954	0.974	NA	NA	0.966	0.971	0.979	NA	NA	2	WORT	0.01953125	DMSO	0	WORT_0.01953125_DMSO_0.01953125
1	147	0.29	G03	sample	sample	1464729	1548128	1551461	543772	2072904	1548128	1436198.8	0.991	0.96	0.932	0.43	1.03	0.987	0.982	0.976	0.856	0.996	1	U0126	10	DMSO	0	U0126_10_DMSO_10
2	269	0.29	L05	sample	sample	1974152	1774124	1778747	NA	NA	1778747	1842341	0.981	0.945	0.919	NA	NA	0.981	0.969	0.967	NA	NA	2	Disulfiram	5	AKTi VIII	5	Disulfiram_5_AKTi VIII_5
1	30	0.29	B06	sample	sample	1420492	1483918	1440591	1474947	1668422	1474947	1497674	0.961	0.92	0.866	1.17	0.832	0.981	0.974	0.961	1.067	0.952	1	Bendamustine	0.0390625	DMSO	0	Bendamustine_0.0390625_DMSO_0.0390625
1	34	0.29	B10	sample	sample	1332839	1509659	1529275	1428691	1669371	1509659	1493967	0.902	0.936	0.919	1.13	0.832	0.968	0.977	0.973	1.06	0.952	1	Bendamustine	0.15625	DMSO	0	Bendamustine_0.15625_DMSO_0.15625
2	84	0.29	D12	sample	sample	1874409	1788762	1864293	NA	NA	1864293	1842488	0.932	0.953	0.963	NA	NA	0.97	0.97	0.977	NA	NA	2	Bendamustine	0.3125	U0126	0.3125	Bendamustine_0.3125_U0126_0.3125
1	71	0.28	C23	neg	neg	1331549	1452455	1449733	1259014	1924819	1449733	1483514	0.901	0.901	0.871	0.995	0.959	0.967	0.969	0.962	1.033	0.981	1	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	62	0.28	C14	sample	sample	1911932	1848638	1769625	NA	NA	1848638	1843398.33333333	0.95	0.985	0.915	NA	NA	0.974	0.977	0.966	NA	NA	2	Bendamustine	0.625	WORT	0.625	Bendamustine_0.625_WORT_0.625
2	336	0.28	N24	sample	sample	1915522	1887577	1730701	NA	NA	1887577	1844600	0.952	1.01	0.894	NA	NA	0.974	0.982	0.961	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	47	0.28	B23	neg	neg	1260164	1446105	1623459	1353580	1803104	1446105	1497282.4	0.853	0.897	0.975	1.07	0.899	0.956	0.968	0.985	1.048	0.967	1	Bendamustine	0	DMSO	0	Bendamustine_0_DMSO_0
2	145	0.27	G01	sample	sample	1900385	1824163	1817617	NA	NA	1824163	1847388.33333333	0.945	0.972	0.939	NA	NA	0.973	0.974	0.972	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	130	0.27	F10	sample	sample	1852441	1737044	1968001	NA	NA	1852441	1852495.33333333	0.921	0.925	1.02	NA	NA	0.967	0.964	0.988	NA	NA	2	WORT	0.15625	DMSO	0	WORT_0.15625_DMSO_0.15625
1	60	0.27	C12	sample	sample	1379001	1533029	1687010	740002	1885975	1533029	1445003.4	0.933	0.951	1.01	0.585	0.94	0.974	0.98	0.993	0.921	0.977	1	Bendamustine	0.3125	WORT	0.3125	Bendamustine_0.3125_WORT_0.3125
2	382	0.27	P22	sample	sample	1943367	1842220	1766383	NA	NA	1842220	1850656.66666667	0.966	0.981	0.913	NA	NA	0.977	0.977	0.966	NA	NA	2	DMSO	0	DMSO	0	DMSO_22_DMSO_22
1	196	0.26	I04	neg	neg	1373195	1606165	1661532	557337	2051284	1606165	1449902.6	0.929	0.996	0.998	0.44	1.02	0.974	0.99	0.99	0.861	0.994	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	59	0.26	C11	sample	sample	1439032	1520985	1591429	687723	2002168	1520985	1448267.4	0.974	0.943	0.956	0.544	0.998	0.983	0.979	0.981	0.906	0.989	1	Bendamustine	0.625	WORT	0.625	Bendamustine_0.625_WORT_0.625
1	64	0.26	C16	sample	sample	1412624	1604379	1583508	895843	1763005	1583508	1451871.8	0.956	0.995	0.951	0.708	0.879	0.979	0.99	0.98	0.961	0.963	1	Bendamustine	1.25	WORT	1.25	Bendamustine_1.25_WORT_1.25
2	61	0.25	C13	sample	sample	1968788	1780753	1828135	NA	NA	1828135	1859225.33333333	0.979	0.949	0.945	NA	NA	0.98	0.969	0.973	NA	NA	2	Bendamustine	0.3125	WORT	0.3125	Bendamustine_0.3125_WORT_0.3125
1	192	0.24	H24	sample	sample	1352880	1485220	1512856	1342610	1829692	1485220	1504651.6	0.916	0.921	0.909	1.06	0.912	0.971	0.974	0.971	1.047	0.97	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	194	0.23	I02	neg	neg	1482247	1575286	1687603	550514	1993457	1575286	1457821.4	1	0.977	1.01	0.435	0.994	0.989	0.986	0.993	0.859	0.988	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	41	0.23	B17	sample	sample	1375729	1511219	1489385	1459908	1768565	1489385	1520961.2	0.931	0.937	0.895	1.15	0.882	0.974	0.977	0.968	1.064	0.964	1	Bendamustine	0.078125	DMSO	0	Bendamustine_0.078125_DMSO_0.078125
1	61	0.23	C13	sample	sample	1487817	1592366	1649867	762133	1787229	1592366	1455882.4	1.01	0.988	0.991	0.602	0.891	0.99	0.988	0.989	0.927	0.966	1	Bendamustine	0.3125	WORT	0.3125	Bendamustine_0.3125_WORT_0.3125
1	62	0.22	C14	sample	sample	1465836	1562633	1586510	831723	1871990	1562633	1463738.4	0.992	0.969	0.953	0.657	0.933	0.987	0.984	0.981	0.946	0.975	1	Bendamustine	0.625	WORT	0.625	Bendamustine_0.625_WORT_0.625
1	55	0.22	C07	sample	sample	1471082	1552028	1763312	511871	2036833	1552028	1467025.2	0.996	0.963	1.06	0.405	1.02	0.988	0.983	1.003	0.843	0.992	1	Bendamustine	2.5	WORT	2.5	Bendamustine_2.5_WORT_2.5
2	91	0.22	D19	sample	sample	1980427	1784663	1860863	NA	NA	1860863	1875317.66666667	0.984	0.951	0.962	NA	NA	0.981	0.97	0.977	NA	NA	2	Bendamustine	0.0390625	U0126	0.0390625	Bendamustine_0.0390625_U0126_0.0390625
1	56	0.21	C08	sample	sample	1467256	1631917	1663293	582239	1980956	1631917	1465132.2	0.993	1.01	0.999	0.46	0.987	0.987	0.993	0.99	0.87	0.986	1	Bendamustine	0.078125	WORT	0.078125	Bendamustine_0.078125_WORT_0.078125
2	97	0.2	E01	sample	sample	1897359	1844259	1891503	NA	NA	1891503	1877707	0.943	0.982	0.978	NA	NA	0.972	0.977	0.98	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	39	0.2	B15	sample	sample	1387493	1485100	1553770	1490012	1747304	1490012	1532735.8	0.939	0.921	0.934	1.18	0.871	0.976	0.974	0.976	1.069	0.961	1	Bendamustine	0.15625	DMSO	0	Bendamustine_0.15625_DMSO_0.15625
1	195	0.2	I03	neg	neg	1478006	1651339	1749838	478906	1996671	1651339	1470952	1	1.02	1.05	0.379	0.995	0.989	0.996	1.001	0.829	0.988	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	32	0.2	B08	sample	sample	1395301	1430052	1562065	1438097	1822498	1438097	1529602.6	0.944	0.887	0.939	1.14	0.908	0.977	0.966	0.978	1.061	0.97	1	Bendamustine	0.078125	DMSO	0	Bendamustine_0.078125_DMSO_0.078125
1	33	0.2	B09	sample	sample	1544889	1404438	1440746	1589952	1758357	1544889	1547676.4	1.05	0.871	0.866	1.26	0.876	0.998	0.962	0.961	1.082	0.962	1	Bendamustine	1.25	DMSO	0	Bendamustine_1.25_DMSO_1.25
2	37	0.2	B13	sample	sample	2102337	1914418	1644831	NA	NA	1914418	1887195.33333333	1.04	1.02	0.85	NA	NA	0.994	0.985	0.951	NA	NA	2	Bendamustine	0.3125	DMSO	0	Bendamustine_0.3125_DMSO_0.3125
2	128	0.2	F08	sample	sample	2006433	1679541	1986404	NA	NA	1986404	1890792.66666667	0.997	0.895	1.03	NA	NA	0.984	0.957	0.99	NA	NA	2	WORT	0.078125	DMSO	0	WORT_0.078125_DMSO_0.078125
1	66	0.19	C18	sample	sample	1409733	1619791	1595558	1027896	1785717	1595558	1487739	0.954	1	0.959	0.812	0.89	0.979	0.992	0.982	0.99	0.966	1	Bendamustine	2.5	WORT	2.5	Bendamustine_2.5_WORT_2.5
2	288	0.19	L24	sample	sample	2018727	1808975	1829491	NA	NA	1829491	1885731	1	0.964	0.946	NA	NA	0.985	0.973	0.973	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	121	0.18	F01	sample	sample	1273738	1458979	1587743	1554512	1914841	1554512	1557962.6	0.862	0.905	0.954	1.23	0.954	0.958	0.97	0.981	1.078	0.98	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	241	0.18	K01	sample	sample	1923608	1848827	1892427	NA	NA	1892427	1888287.33333333	0.956	0.985	0.978	NA	NA	0.975	0.977	0.98	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	67	0.18	C19	sample	sample	1963185	1780916	1929584	NA	NA	1929584	1891228.33333333	0.976	0.949	0.997	NA	NA	0.98	0.969	0.984	NA	NA	2	Bendamustine	0.0390625	WORT	0.0390625	Bendamustine_0.0390625_WORT_0.0390625
2	65	0.17	C17	sample	sample	1961973	1771118	1949344	NA	NA	1949344	1894145	0.975	0.943	1.01	NA	NA	0.979	0.968	0.986	NA	NA	2	Bendamustine	0.078125	WORT	0.078125	Bendamustine_0.078125_WORT_0.078125
1	120	0.17	E24	sample	sample	1263509	1584505	1461122	1445005	2005412	1461122	1551910.6	0.855	0.983	0.878	1.14	1	0.957	0.987	0.964	1.062	0.989	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	36	0.16	B12	sample	sample	1385312	1598560	1594129	1333266	1729783	1594129	1528210	0.937	0.991	0.958	1.05	0.862	0.975	0.989	0.982	1.045	0.959	1	Bendamustine	0.3125	DMSO	0	Bendamustine_0.3125_DMSO_0.3125
2	83	0.16	D11	sample	sample	1977845	1789125	1928618	NA	NA	1928618	1898529.33333333	0.983	0.953	0.997	NA	NA	0.981	0.97	0.984	NA	NA	2	Bendamustine	0.625	U0126	0.625	Bendamustine_0.625_U0126_0.625
1	76	0.16	D04	sample	sample	1301296	1520149	1627456	1515288	1813529	1520149	1555543.6	0.881	0.943	0.978	1.2	0.904	0.963	0.979	0.986	1.072	0.969	1	Disulfiram	0.01953125	U0126	0.01953125	Disulfiram_0.01953125_U0126_0.01953125
1	43	0.16	B19	sample	sample	1465644	1581870	1575753	1288571	1701849	1575753	1522737.4	0.992	0.981	0.947	1.02	0.848	0.987	0.987	0.979	1.038	0.956	1	Bendamustine	0.0390625	DMSO	0	Bendamustine_0.0390625_DMSO_0.0390625
1	148	0.16	G04	sample	sample	1455342	1695038	1677789	579641	2016279	1677789	1484817.8	0.985	1.05	1.01	0.458	1.01	0.986	1.001	0.992	0.869	0.99	1	U0126	0.01953125	DMSO	0	U0126_0.01953125_DMSO_0.01953125
2	45	0.15	B21	sample	sample	1837027	1891334	1982836	NA	NA	1891334	1903732.33333333	0.913	1.01	1.02	NA	NA	0.966	0.982	0.99	NA	NA	2	Bendamustine	0.01953125	DMSO	0	Bendamustine_0.01953125_DMSO_0.01953125
2	129	0.15	F09	sample	sample	1955227	1834714	1922660	NA	NA	1922660	1904200.33333333	0.972	0.977	0.994	NA	NA	0.979	0.976	0.984	NA	NA	2	WORT	1.25	DMSO	0	WORT_1.25_DMSO_1.25
1	67	0.13	C19	sample	sample	1370661	1575164	1541647	1066221	2053837	1541647	1521506	0.928	0.977	0.926	0.843	1.02	0.973	0.986	0.975	0.998	0.994	1	Bendamustine	0.0390625	WORT	0.0390625	Bendamustine_0.0390625_WORT_0.0390625
1	73	0.13	D01	sample	sample	1333964	1421649	1588707	1787375	1896515	1588707	1605642	0.903	0.882	0.955	1.41	0.945	0.968	0.965	0.981	1.107	0.978	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	168	0.13	G24	sample	sample	1351930	1585749	1514598	1399667	1922596	1514598	1554908	0.915	0.984	0.91	1.11	0.958	0.97	0.987	0.971	1.056	0.98	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	60	0.12	C12	sample	sample	2022298	1864087	1860548	NA	NA	1864087	1915644.33333333	1.01	0.993	0.962	NA	NA	0.986	0.979	0.977	NA	NA	2	Bendamustine	0.3125	WORT	0.3125	Bendamustine_0.3125_WORT_0.3125
2	59	0.11	C11	sample	sample	2012360	1897739	1841143	NA	NA	1897739	1917080.66666667	1	1.01	0.952	NA	NA	0.985	0.983	0.974	NA	NA	2	Bendamustine	0.625	WORT	0.625	Bendamustine_0.625_WORT_0.625
1	290	0.1	M02	neg	neg	1568151	1724215	1716853	404786	2204099	1716853	1523620.8	1.06	1.07	1.03	0.32	1.1	1.001	1.005	0.997	0.794	1.008	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	261	0.1	K21	sample	sample	1865323	1903147	2009349	NA	NA	1903147	1925939.66666667	0.927	1.01	1.04	NA	NA	0.969	0.983	0.993	NA	NA	2	Disulfiram	0.01953125	MK2206	0.01953125	Disulfiram_0.01953125_MK2206_0.01953125
2	54	0.1	C06	sample	sample	2009627	1836712	1934682	NA	NA	1934682	1927007	0.999	0.978	1	NA	NA	0.984	0.976	0.985	NA	NA	2	Bendamustine	0.0390625	WORT	0.0390625	Bendamustine_0.0390625_WORT_0.0390625
2	265	0.09	L01	sample	sample	2011462	1859863	1909945	NA	NA	1909945	1927090	1	0.991	0.987	NA	NA	0.985	0.979	0.982	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	136	0.09	F16	sample	sample	2007472	1771666	2019117	NA	NA	2007472	1932751.66666667	0.998	0.944	1.04	NA	NA	0.984	0.968	0.994	NA	NA	2	WORT	1.25	DMSO	0	WORT_1.25_DMSO_1.25
2	383	0.09	P23	sample	sample	1992377	1885276	1908309	NA	NA	1908309	1928654	0.99	1	0.986	NA	NA	0.983	0.981	0.982	NA	NA	2	DMSO	0	DMSO	0	DMSO_23_DMSO_23
1	142	0.09	F22	sample	sample	1446409	1526326	1542545	1514235	1868468	1526326	1579596.6	0.979	0.947	0.927	1.2	0.931	0.984	0.98	0.975	1.072	0.975	1	WORT	10	DMSO	0	WORT_10_DMSO_10
1	38	0.08	B14	sample	sample	1545241	1433682	1660953	1425506	1785342	1545241	1570144.8	1.05	0.889	0.998	1.13	0.89	0.998	0.967	0.99	1.059	0.965	1	Bendamustine	0.625	DMSO	0	Bendamustine_0.625_DMSO_0.625
2	240	0.08	J24	sample	sample	1891802	2166035	1741596	NA	NA	1891802	1933144.33333333	0.94	1.15	0.9	NA	NA	0.972	1.011	0.963	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	288	0.08	L24	sample	sample	1367975	1508486	1645786	1588609	1856754	1588609	1593522	0.926	0.936	0.989	1.26	0.925	0.973	0.977	0.988	1.082	0.973	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	89	0.07	D17	sample	sample	2070896	1768673	1983258	NA	NA	1983258	1940942.33333333	1.03	0.942	1.02	NA	NA	0.991	0.968	0.99	NA	NA	2	Bendamustine	0.078125	U0126	0.078125	Bendamustine_0.078125_U0126_0.078125
1	74	0.07	D02	neg	neg	1433099	1429956	1610231	1782789	1855897	1610231	1622394.4	0.97	0.887	0.968	1.41	0.925	0.982	0.966	0.984	1.107	0.973	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
