PlateName	Plate	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P1	21	E18	sample	78982	78982	101,10589	cis-4-Aminocrotonic acid	CACA	GABA		Agonist	GABA-C	GABA-C receptor agonist	78982	GABA-C
P1	21	E19	sample	78903	78903	214,2247	Amifostine	2-(3-Aminopropyl)aminoethyl phosphorothioate; WR2721	Cell Stress		Inhibitor	Cytoprotectant	Radioprotective agent; selectively protects normal tissues from the damaging effects of anti-neoplastic radiation therapy	78903	Cytoprotectant
P1	21	E20	sample	78983	78983	213,66841	CBIQ	4-Chlorobenzo[f]isoquinolone	K+ Channel		Activator	CFTR / KCNN4	Activates cystic fibrosis transmembrane conductance regulator (CFTR) and  the intermediate-conductance calcium-sensitive K+ channel.	78983	CFTR / KCNN4
P1	21	E21	sample	78904	78904	384,31682	Atropine methyl bromide		Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist	78904	acetylcholine receptor
P1	21	E22	sample	78984	78984	323,35164	1-benzoyl-5-methoxy-2-methylindole-3-acetic acid		Multi-Drug Resistance		Inhibitor	MRP1	Putative inhibitor of multidrug resistance-associated protein 1 (MRP1)	78984	MRP1
P1	21	E23	sample	ctrl_Y27	79207									ctrl Y27	ROCK
P1	21	E24	sample	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P1	21	F01	sample	ctrl_DAPT										ctrl DAPT	WNT
P1	21	F02	sample	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P1	21	F03	sample	79055	79055	241,25437	O6-benzylguanine		DNA Repair	Enzyme	Inhibitor	O6-alkylguanine-DNA alkyltransferase	Irreversible inhibitor of the mammalian DNA repair protein, O6-alkylguanine-DNA alkyltransferase	79055	O6-alkylguanine-DNA alkyltransferase
P1	21	F04	sample	79135	79135	390,87031	(+-)-Chlorpheniramine maleate		Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79135	Histamine receptor
P1	21	F05	sample	79056	79056	137,61049	Betaine aldehyde chloride	(Formylmethyl)trimethylammonium chloride	Cholinergic	Enzyme	Metabolite	Choline dehydrogenase	Intermediate in choline-betaine osmoregulatory pathway; product of choline dehydrogenation	79056	Choline dehydrogenase
P1	21	F06	sample	79136	79136	493,80048	8-(4-Chlorophenylthio)-cAMP sodium		Cyclic Nucleotides	Enzyme	Activator		Membrane-permeable analog of cAMP	79136	CAMP-analog
P1	21	F07	sample	79057	79057	249,334	Bay 11-7085	(E)-3-(4-t-Butylphenylsulfonyl)-2-propenenitrile	Cell Cycle		Inhibitor	IkB-alpha	Inhibits cytokine induced IkB (Inhibitor of NFkB) phosphorylation	79057	IKB-alpha
P1	21	F08	sample	79137	79137	153,15754	L-Cysteinesulfinic Acid		Glutamate		Ligand		Putative excitatory amino acid neurotransmitter	79137	NA
P1	21	F09	sample	79058	79058	430,0887	8-Bromo-cAMP sodium	8-Bromoadenosine-3',5'-cyclophosphate sodium	Cyclic Nucleotides	Enzyme	Activator		Membrane-permeable analog of cAMP	79058	cAMP
P1	21	F10	sample	79138	79138	390,87031	(+)-Chlorpheniramine maleate	(gammaS)-gamma-(4-Chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine maleate	Histamine		Antagonist	H1	H1 Histamine receptor antagonist; active isomer	79138	Histamine receptor
P1	21	F11	sample	79059	79059	443,42071	BRL 15572	4-(3-Chlorophenyl)-alpha-(diphenylmethyl)-1-piperazineethanol hydrochloride	Serotonin		Antagonist	5-HT1D	Potent and selective 5-HT1D serotonin receptor antagonist	79059	serotonin receptor
P1	21	F12	sample	79139	79139	598,54922	Ceftriaxone sodium	Ro-13-9904/001	Antibiotic			Cell wall synthesis	Third generation cephalosporin antibiotic; interferes with cell wall synthesis	79139	Cell wall synthesis
P1	21	F13	sample	79060	79060	356,30415	(+-)-Bay K 8644	1,4-Dihydro-2,6-dimethyl-5-nitro-4-[2-(trifluoromethyl)-phenyl]-3-pyridine carboxylic acid methyl ester	Ca2+ Channel		Agonist	L-type	L-type Ca2+ channel agonist	79060	Ca2+-channel
P1	21	F14	sample	79140	79140	493,52047	Cefmetazole sodium	CS-1170; SKF-83088	Antibiotic			Cell wall synthesis	Semi-synthetic antibiotic derived from cephamycin C; interferes with cell wall synthesis	79140	Cell wall synthesis
P1	21	F15	sample	79061	79061	397,99289	(+-)-Butaclamol hydrochloride	AY 23028	Dopamine		Antagonist	D2>D1	Dopamine receptor antagonist; selective for D2 over D1	79061	dopamine receptor
P1	21	F16	sample	79141	79141	102,09347	DL-Cycloserine	4-amino-3-isoxazolidinone	Sphingolipid	Enzyme	Inhibitor	Ketosphinganine synthase,  Alanine aminotransferase	Alanine aminotransferase inhibitor; blocks sphingosine biosynthesis by inhibition of ketosphinganine synthetase	79141	Ketosphinganine synthetase
P1	21	F17	sample	79062	79062	214,05238	Carmustine	BCNU; 1,3-Bis(2-chloroethyl)-1-nitrosourea	DNA		Intercalator		DNA alkylating agent; causes interstrand crosslinks	79062	DNA_intercalation
P1	21	F18	sample	79142	79142	266,55915	Clonidine hydrochloride		Adrenoceptor		Agonist	alpha2	alpha2 Adrenoceptor agonist; antihypertensive	79142	adrenoceptor
P1	21	F19	sample	79063	79063	376,5846	CP55940	5-(1,1-dimethylheptyl)-2-[5-hydroxy-2-(3-hydroxypropyl)cyclohexyl]phenol	Cannabinoid		Agonist		Cannabinoid receptor agonist	79063	Cannabinoid receptor
P1	21	F20	sample	79143	79143	284,31467	Caffeic acid phenethyl ester	CAPE	Cell Cycle		Inhibitor	NFkB	NFkB inhibitor	79143	NFkB
P1	21	F21	sample	79064	79064	264,22063	BTO-1	5-Cyano-7-nitro-2-benzothiazolecarboxamide-3-oxide	Phosphorylation	Enzyme	Inhibitor	Plk	Polo-like kinase (Plk) inhibitor.	79064	PLK
P1	21	F22	sample	79144	79144	160,00074	beta-Chloro-L-alanine hydrochloride		Biochemistry	Enzyme	Inhibitor	Alanine aminotransferase	Alanine aminotransferase inhibitor	79144	Alanine aminotransferase
P1	21	F23	sample	ctrl_Y27	79207									ctrl Y27	ROCK
P1	21	F24	sample	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P1	21	G01	sample	ctrl_LY	79584									ctrl LY	PI3K
P1	21	G02	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P1	21	G03	sample	78905	78905	153,60989	5-Aminovaleric acid hydrochloride	5-Aminopentanoic acid hydrochloride	GABA		Antagonist	GABA-B	Weak GABA-B receptor antagonist	78905	GABA-B
P1	21	G04	sample	78985	78985	266,09093	Amiloride hydrochloride		Na+ Channel		Blocker	Epithelial	Epithelial Na+ channel blocker	78985	Na+-channel
P1	21	G05	sample	78906	78906	94,11697	4-Aminopyridine		K+ Channel		Blocker	A-type	Induces depolarization of GABA neurons; weak non-selective K+-channel blocker; anticonvulsant	78906	K+ Channel
P1	21	G06	sample	78986	78986	313,87398	Amitriptyline hydrochloride		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant	78986	Adrenoceptor
P1	21	G07	sample	78907	78907	281,57382	p-Aminoclonidine hydrochloride	Apraclonidine hydrochloride	Adrenoceptor		Agonist	alpha2	alpha2 Adrenoceptor agonist	78907	adrenoceptor
P1	21	G08	sample	78987	78987	566,42471	BW 284c51	1,5-Bis(4-allyldimethylammoniumphenyl)pentan-3-one dibromide	Cholinergic	Enzyme	Inhibitor	Acetylcholinesterase	Selective acetylcholinesterase inhibitor	78987	Acetylcholinesterase
P1	21	G09	sample	78908	78908	440,42185	Aminopterin	4-Aminofolic acid	Antibiotic	Enzyme	Inhibitor	Dihydrofolate reductase	Dihydrofolate reductase inhibitor	78908	Dihydrofolate reductase
P1	21	G10	sample	78988	78988	606,78559	Fulvestrant	(7a, 17b)-7-[9-[(4,4,5,5,5-pentafluoropentyl)Sulfinyl]nonyl]estra-1,3,5-(10)-triene-3,17-diol	Hormone		SERD	Estrogen Receptor	Selective estrogen receptor downregulator (SERD). First pure antiestrogen with no agonistic activity both in vitro and in vivo.	78988	Estrogen Receptor
P1	21	G11	sample	78909	78909	244,20864	5-azacytidine	4-Amino-1-(beta-D-ribofuranosyl)-1,3,5-triazin-2(1H)-one; Ladakamycin	DNA Metabolism	Enzyme	Inhibitor	DNA methyltransferase	DNA methyltransferase inhibitor	78909	DNA methyltransferase
P1	21	G12	sample	78989	78989	219,24231	Aniracetam		Glutamate		Agonist	AMPA	Increases ion conductance through AMPA glutamate receptors; reported to displayanti-amnesic acitivty	78989	AMPA
P1	21	G13	sample	78910	78910	234,7309	9-Amino-1,2,3,4-tetrahydroacridine hydrochloride	Tacrine hydrochloride; THA hydrochloride	Cholinergic	Enzyme	Inhibitor	Cholinesterase	Cholinesterase inhibitor; reported to be useful in the treatment of Alzheimer's disease	78910	Cholinesterase
P1	21	G14	sample	78990	78990	313,78957	Amoxapine		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant; inhibits neuronal uptake of norepinephrine	78990	Adrenoceptor
P1	21	G15	sample	78911	78911	225,20857	Acyclovir	Acycloguanosine	Immune System	Enzyme	Inhibitor	Viral DNA synthesis	Antiviral agent	78911	Viral DNA synthesis
P1	21	G16	sample	78991	78991	179,64813	1-Amino-1-cyclohexanecarboxylic acid hydrochloride		Neurotransmission		Substrate		Synthetic amino acid that crosses the blood-brain barrier by the Large Neutral Amino Acid carrier system	78991	NA
P1	21	G17	sample	78912	78912	180,16171	Acetylsalicylic acid	O-Acetylsalicylic acid; Aspirin	Prostaglandin	Enzyme	Inhibitor	COX-3 > COX-1 > COX-2	COX inhibitor; antithrombotic	78912	COX
P1	21	G18	sample	78992	78992	386,41384	N6-2-(4-Aminophenyl)ethyladenosine	APNEA	Adenosine		Agonist	A3	Potent, non-selective A3 adenosine receptor agonist	78992	adenosine receptor
P1	21	G19	sample	78913	78913	222,24542	Acetazolamide	N-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide	Biochemistry	Enzyme	Inhibitor	Carbonic anhydrase	Carbonic anhydrase inhibitor; diuretic	78913	Carbonic anhydrase
P1	21	G20	sample	78993	78993	221,21462	AIDA	1-Aminoindan-1,5-dicarboxylic acid; UPF 523	Glutamate		Antagonist	mGluR1	Selective mGluR1 metabotropic glutamate receptor antagonist	78993	glutamate receptor
P1	21	G21	sample	78914	78914	437,96485	Amperozide hydrochloride	4-[4,4-bis(4-Fluorophenyl)butyl]-N-ethyl-1-piperazinecarboxamide hydrochloride	Serotonin		Ligand		Atypical antipsychotic drug with high affinity for serotonin receptors and low affinity for D2 dopamine receptors	78914	Serotonin
P1	21	G22	sample	78994	78994	108,09758	p-Benzoquinone	Quinone; p-BQ	DNA Repair		Inhibitor	G:C site	Benzene metabolite; induces mutations in DNA at G:C base pairs; induces writhing in mice; topoisomerase II inhibitor	78994	G:C site
P1	21	G23	sample	ctrl_Vinblastin	80101									ctrl Vinblastin	Tubulin
P1	21	G24	sample	ctrl_IWP										ctrl IWP	WNT
P1	21	H01	sample	ctrl_LY	79584									ctrl LY	PI3K
P1	21	H02	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P1	21	H03	sample	79065	79065	137,96428	N-Bromoacetamide	NBA	Na+ Channel		Modulator		Removes fast inactivation of Na+ currents and transient K+ currents; chemical modifier	79065	NA
P1	21	H04	sample	79145	79145	402,49195	Cortisone 21-acetate	21-Acetoxy-4-pregnen-17alpha-ol-3,11,20-trione	Hormone			Cortisol	Anti-inflammatory cortisol	79145	Cortisol
P1	21	H05	sample	79066	79066	320,36977	Benazoline oxalate	4,5-Dihydro-2-(2-naphthalenyl)-1H-imidazole oxalate	Imidazoline		Agonist	I2	I2 Imidazoline receptor agonist	79066	imidazoline
P1	21	H06	sample	79146	79146	687,71276	Calmidazolium chloride	R 24571 chloride	Intracellular Calcium	Enzyme	Inhibitor	Ca2+ATPase	Potent inhibitor of calmodulin activation of phosphodiesterase; stronglyinhibits calmodulin-dependent Ca2+-ATPase	79146	Ca2+ATPase
P1	21	H07	sample	79067	79067	343,8977	Betaxolol hydrochloride		Adrenoceptor		Antagonist	beta1	Selective beta1 adrenoceptor antagonist	79067	adrenoceptor
P1	21	H08	sample	79147	79147	299,35384	9-cyclopentyladenine	9-CP-Ade	Cyclic Nucleotides	Enzyme	Inhibitor	Adenylate cyclase	Cell-permeable, non-competitive adenylyl cyclase inhibitor; targets the P-site domain	79147	Adenylate cyclase
P1	21	H09	sample	79068	79068	403,54473	Benztropine mesylate		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	79068	acetylcholine receptor
P1	21	H10	sample	79148	79148	476,49271	Cefazolin sodium	Sodium CEZ; SKF-41558	Antibiotic			Cell wall synthesis	Semi-synthetic antibiotic; interferes with cell wall synthesis	79148	Cell wall synthesis
P1	21	H11	sample	79069	79069	408,58818	Chloroethylclonidine dihydrochloride	CEC dihydrochloride	Adrenoceptor		Antagonist	alpha1B	Irreversible alpha1B-adrenoceptor alkylating agent	79069	adrenoceptor
P1	21	H12	sample	79149	79149	357,1597	4-Chloromercuribenzoic acid	4-(Hydroxymercuri)benzoic acid	Biochemistry	Enzyme	Inhibitor		Carboxy- and aminopeptidase inhibitor	79149	NA
P1	21	H13	sample	79070	79070	305,0111	Bromoacetylcholine bromide	2-(2-Bromoacetyloxy)-N,N,N-trimethylethanaminium bromide	Cholinergic		Ligand		Affinity alkylating agent of nicotinic acetylcholine receptors	79070	NA
P1	21	H14	sample	79150	79150	326,83193	Clozapine	8-Chloro-11-(4-methyl)-1-piperazinyl)-5H-dibenzo[b,e][1,4]diazepine	Dopamine		Antagonist	D4 > D2,D3	Atypical neuroleptic agent which display greater affinity for the D4 dopamine receptors over D2 or D3	79150	dopamine receptor
P1	21	H15	sample	79071	79071	385,82632	BRL 37344 sodium	(+-)-(R*,R*)-[4-[2-[[2-(3-Chlorophenyl)-2-hydroxyethyl]amino]propyl]phenoxy]-acetic acid sodium	Adrenoceptor		Agonist	beta3	Selective beta3 adrenoceptor agonist	79071	adrenoceptor
P1	21	H16	sample	79151	79151	317,21776	McN-A-343	(4-Hydroxy-2-butynyl)-1-trimethylammonium-m-chlorocarbanilate chloride	Cholinergic		Agonist	M1	M1 muscarinic acetylcholine receptor agonist.	79151	muscarinic acetylcholine receptor
P1	21	H17	sample	79072	79072	352,86732	PK 11195	1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)	GABA		Antagonist	Benzodiazepine	Peripheral benzodiazepine receptor antagonist	79072	Benzodiazepine
P1	21	H18	sample	79152	79152	477,45302	Cefotaxime sodium	Cefotaxim sodium	Antibiotic			Cell wall synthesis	Broad spectrum third generation cephalosporin antibiotic; interferes with cell wall synthesis	79152	Cell wall synthesis
P1	21	H19	sample	79073	79073	102,09347	L-Cycloserine	(S)-4-Amino-3-isoxazolidone	Sphingolipid	Enzyme	Inhibitor	Ketosphinganine synthetase	Blocks sphingosine biosynthesis by inhibition of ketosphinganine synthetase	79073	Ketosphinganine synthetase
P1	21	H20	sample	79153	79153	299,35099	Imipenem monohydrate	Primaxin monohydrate, Tienam monohydrate, (5R,6S)-6-[(1R)-1-Hydroxyethyl]-3-[[2-[(iminomethyl)amino]ethyl]thio]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid monohydrate	Antibiotic				broad spectrum beta-lactam antibiotic	79153	NA
P1	21	H21	sample	79074	79074	252,18791	CB 1954	5-(1-Aziridinyl)-2,4-dinitrobenzamide	DNA		Intercalator		Prodrug activated by NAD(P)H quinone oxidoreductase-2	79074	DNA_intercalation
P1	21	H22	sample	79154	79154	110,11352	Pyrocatechol	1,2-Benzenediol; Catechol	Cell Cycle		Inhibitor		Carcinogen; causes DNA strand breakage	79154	DNA-strand break
P1	21	H23	sample	ctrl_Vinblastin	80101									ctrl Vinblastin	Tubulin
P1	21	H24	sample	ctrl_IWP										ctrl IWP	WNT
P1	21	I01	sample	ctrl_LY	79584									ctrl LY	PI3K
P1	21	I02	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P1	21	I03	sample	78915	78915	129,16007	(+-)-Nipecotic acid	(+-)-3-Piperidine carboxylic acid	GABA		Inhibitor	Uptake	GABA uptake inhibitor	78915	GABA
P1	21	I04	sample	78995	78995	266,34304	(+-)-Atenolol		Adrenoceptor		Antagonist	beta1	Selective beta1 adrenoceptor antagonist;antihypertensive; antianginal; antiarrhythmic	78995	adrenoceptor
P1	21	I05	sample	78916	78916	676,83306	Atropine sulfate		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	78916	acetylcholine receptor
P1	21	I06	sample	78996	78996	681,78455	Amiodarone hydrochloride		Adrenoceptor		Agonist	alpha/beta	alpha and beta adrenoceptor agonist; inhibits binding of 1,4-dihydropyridine to L-type Ca2+ channels; coronary vasodilator	78996	adrenoceptor
P1	21	I07	sample	78917	78917	136,15461	3-aminobenzamide	3-ABA; 3-AB	Apoptosis	Enzyme	Inhibitor	PARS	Poly(ADP-ribose) synthetase (PARS) inhibitor	78917	PARS
P1	21	I08	sample	78997	78997	267,24621	Adenosine		Adenosine		Agonist		Endogenous neurotransmitter and neuromodulator	78997	neurotransmitter
P1	21	I09	sample	78918	78918	218,25758	N-Acetyl-5-hydroxytryptamine	N-Acetylserotonin; Normelatonin	Melatonin		Precursor		Immediate precursor of melatonin	78918	melatonin
P1	21	I10	sample	78998	78998	232,28467	(+-)-p-Aminoglutethimide		Biochemistry	Enzyme	Inhibitor	P450-dependendent hydroxylation	Inhibits Cytochrome P450-dependent hydroxylation reactions that are necessary for aromatization	78998	P450
P1	21	I11	sample	78919	78919	299,76541	5-(N-Ethyl-N-isopropyl)amiloride	EIPA	Ion Pump		Blocker	Na+/H+ Antiporter	Selective blocker of Na+/H+ antiport	78919	Na+/H+ Antiporter
P1	21	I12	sample	78999	78999	361,40396	HEMADO	2-(1-Hexynyl)-N6-methyladenosine	Adenosine		Agonist	A3	A3 adenosine receptor agonist	78999	adenosine receptor
P1	21	I13	sample	78920	78920	249,35557	10058-F4	5-[(4-Ethylphenyl)methylene]-2-thioxo-4-thiazolidinone	Apoptosis	Enzyme	Inhibitor	c-Myc	Inhibits c-Myc-Max interaction and prevents transactivation of c-Myc target gene expression.	78920	c-Myc
P1	21	I14	sample	79000	79000	322,45417	Aminobenztropine	ABT	Cholinergic		Ligand	Muscarinic	High affinity muscarinic acetylcholine receptor ligand	79000	acetylcholine receptor
P1	21	I15	sample	78921	78921	341,83536	Amiprilose hydrochloride	1,2-O-Isopropylidene-3-O-[3'-(N,N-dimethylamino)propyl]-alpha-D-glucofuranose hydrochloride	Immune System		Modulator		Immunomodulator; therapeutic agent in inflammatory arthritis	78921	immunemodulator
P1	21	I16	sample	79001	79001	292,20788	Alaproclate hydrochloride	D,L-Alanine, 2-(4-chlorophenyl)-1,1-dimethylethyl ester hydrochloride	Serotonin		Inhibitor	Reuptake	Potent and selective serotonin reuptake inhibitor	79001	serotonin
P1	21	I17	sample	78922	78922	645,75379	Aconitine	Acetylbenzoylaconine	Ion Pump		Blocker	Na+/H+ Antiporter	Neurotoxin. Activates tetrodotoxin-sensitive Na+ channels. Aconitine also blocks norepinephrine reuptake	78922	Na+/H+ Antiporter
P1	21	I18	sample	79002	79002	436,42902	Opipramol dihydrochloride	4-[3-(5H-Dibenz[b,f]azepin-5-yl)propyl]-1-piperazineethanol dihydrochloride	Sigma receptor		Agonist	1, 2	sigma1, sigma2 receptor agonist; an antagonist at D2, 5HT2, and H1 receptors; atypical antidepressant, antipsychotic, and axiolytic.	79002	serotonin receptor
P1	21	I19	sample	78923	78923	236,11028	Arecoline hydrobromide	1-Methyl-1,2,5,6-tetrahydro-3-pyridinecarboxylic acid methyl ester hydrobromide	Cholinergic		Agonist		Acetylcholine receptor agonist	78923	acetylcholine receptor
P1	21	I20	sample	79003	79003	365,90406	A-77636 hydrochloride		Dopamine		Agonist	D1	Potent, orally active D1 dopamine receptor agonist	79003	dopamine receptor
P1	21	I21	sample	78924	78924	246,24908	Aminoguanidine hemisulfate	Hydrazinecarboximidamide hemisulfate	Nitric Oxide	Enzyme	Inhibitor	NOS	Selective nitric oxide synthase inhibitor	78924	NOS
P1	21	I22	sample	79004	79004	446,0881	8-Bromo-cGMP sodium	8-Bromoguanosine-3',5'-cyclophosphate sodium	Cyclic Nucleotides	Enzyme	Activator		Membrane-permeable analog of cGMP	79004	cGMP
P1	21	I23	sample	ctrl_Vinblastin_0.1µM	80101_1									ctrl Vinblastin 0.1µM	Tubulin
P1	21	I24	sample	ctrl_IWP										ctrl IWP	WNT
P1	21	J01	sample	ctrl_LY	79584									ctrl LY	PI3K
P1	21	J02	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P1	21	J03	sample	79075	79075	435,32131	(+-)-Brompheniramine maleate		Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79075	Histamine receptor
P1	21	J04	sample	79155	79155	478,77913	Cephalosporin C zinc salt		Antibiotic			Cell wall synthesis	Antibiotic; interferes with cell wall synthesis	79155	Cell wall synthesis
P1	21	J05	sample	79076	79076	316,33504	BWB70C	N-[3-[3-4(-Fluorophenoxy)phenyl]-1-methyl-2-propenyl]-N-hydroxyurea	Leukotriene	Enzyme	Inhibitor	5-lipoxygenase	Selective inhibitor of 5-lipoxygenase	79076	5-lipoxygenase
P1	21	J06	sample	79156	79156	393,50874	GR 113808	1-Methyl-1H-indole-3-carboxylic acid, [1-[2-[(methylsulfonyl)amino]ethyl]-4-piperidinyl]methyl ester	Serotonin		Antagonist	5-HT4	5-HT4 serotonin receptor antagonist.	79156	serotonin receptor
P1	21	J07	sample	79077	79077	156,61618	Benzamidine hydrochloride	Amidinobenzene hydrochloride	Biochemistry	Enzyme	Inhibitor	Peptidase	Peptidase inhibitor	79077	Peptidase
P1	21	J08	sample	79157	79157	418,42555	Cephalothin sodium		Antibiotic			Cell wall synthesis	Semi-synthetic cephalosporin antibiotic; interferes with cell wall synthesis	79157	Cell wall synthesis
P1	21	J09	sample	79078	79078	278,35419	Ro 20-1724	4-[(3-Butoxy-4-methoxyphenyl)methyl]-2-imidazolidione	Cyclic Nucleotides	Enzyme	Inhibitor	cAMP phosphodiesterase	Potent and selective cAMP phosphodiesterase inhibitor	79078	cAMP phosphodiesterase
P1	21	J10	sample	79158	79158	362,30532	Clemizole hydrochloride	1-p-Chlorobenzyl-2-(1-pyrrolidinyl)methylbenzimidazole hydrochloride	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79158	Histamine receptor
P1	21	J11	sample	79079	79079	223,63317	6-Fluoronorepinephrine hydrochloride	6-FNE hydrochloride	Adrenoceptor		Agonist	alpha	alpha Adrenoceptor agonist	79079	adrenoceptor
P1	21	J12	sample	79159	79159	176,21994	(-)-Cotinine	S(-)-1-Methyl-5-(3-pyridyl)-2-pyrrolidone	Cholinergic		Metabolite	Nicotinic	Major metabolite of nicotine in humans	79159	acetylcholine receptor
P1	21	J13	sample	79080	79080	458,43261	BMY 7378 dihydrochloride	8-[2-[4-(2-Methoxyphenyl)-1-piperazinyl]ethyl-azaspiro[4.5]decane-7,9-dione dihydrochloride	Serotonin		Agonist	5-HT1A	Partial 5-HT1A serotonin receptor agonist; alpha1D adrenoceptor antagonist	79080	serotonin receptor
P1	21	J14	sample	79160	79160	199,63855	(+-)-p-Chlorophenylalanine	p-CPA	Neurotransmission	Enzyme	Inhibitor	Tryptophan hydroxylase	Depletes brain serotonin by irreversible inhibition of tryptophan hydroxylase.	79160	Tryptophan hydroxylase
P1	21	J15	sample	79081	79081	346,38644	BRL 54443 maleate	3-(1-Methylpiperidin-4-yl)-1H-indol-5-ol maleate	Serotonin		Agonist	5-HT1E/1F	Potent 5-HT1E/1F serotonin receptor agonist	79081	serotonin receptor
P1	21	J16	sample	79161	79161	373,88618	N-(2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide		Dopamine		Agonist	D4	Selective D4 dopamine receptor agonist	79161	dopamine receptor
P1	21	J17	sample	79082	79082	180,16171	Caffeic Acid	3,4-Dihydroxycinnamic acid	Cell Stress		Inhibitor	Antioxidant	Antioxidant; inhibits the synthesis of leukotrienes that are involved in immunoregulation and inflammation	79082	Antioxidant
P1	21	J18	sample	79162	79162	342,44182	Cilostamide	OPC 3689	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	cGMP-inhibited phosphodieserase inhibitor (PDE III)	79162	PDE
P1	21	J19	sample	79083	79083	361,29291	ML-9		Phosphorylation	Enzyme	Inhibitor	MLCK	Myosin light chain kinase (MLCK) inhibitor	79083	MLCK
P1	21	J20	sample	79163	79163	349,41153	Cephradine	Cefradin; SQ-11436	Antibiotic			Cell wall synthesis	Semisynthetic cephalosporin antibiotic; interferes with cell wall synthesis	79163	Cell wall synthesis
P1	21	J21	sample	79084	79084	594,59578	S-(+)-PD 123177 trifluoroacetate salt hydrate	(S)-1-[(4-Amino-3-methylphenyl)methyl]-5-(diphenylacetyl)-4,5,6,7-tetrahydro-1H-Imidazo[4,5-c]pyridine-6-carboxylic acid trifluoroacetate salt hydrate	Neurotransmission		Antagonist	AT2	Selective AT2 angiotensin receptor antagonist	79084	AT2
P1	21	J22	sample	79164	79164	331,80206	Z-L-Phe chloromethyl ketone	N-Carbobenzyloxy-L-phenylalanyl chloromethyl ketone; ZPCK	Biochemistry	Enzyme	Inhibitor	Chymotrypsin A-gamma	Bovine chymotrypsin A-gamma inhibitor	79164	Chymotrypsin NFKB
P1	21	J23	sample	ctrl_Vinblastin_0.1µM	80101_1									ctrl Vinblastin 0.1µM	Tubulin
P1	21	J24	sample	ctrl_IWP										ctrl IWP	WNT
P1	21	K01	sample	ctrl_PD	79902									ctrl PD	MEK
P1	21	K02	sample	ctrl_RAPA										ctrl RAPA	mTOR
P1	21	K03	sample	78925	78925	188,22547	Azelaic acid	Dicarboxylic acid C9; Nonanedioic acid; AZA	DNA Metabolism	Enzyme	Inhibitor		Antiproliferative on melonama cells; inhibits mitochondrial oxidoreductases of the respiratory chain and inhibits DNA synthesis	78925	mitochondrial oxidoreductase
P1	21	K04	sample	79005	79005	198,11533	Chlormethiazole hydrochloride	4-Methyl-5-(beta-chloroethyl)thiazole hydrochloride	GABA		Agonist	GABA(A)	GABA(A) agonist; glycine receptor modulator	79005	GABA(A)
P1	21	K05	sample	78926	78926	366,41772	Atropine methyl nitrate	AMN; Methylatropine nitrate	Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	78926	acetylcholine receptor
P1	21	K06	sample	79006	79006	239,69777	4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride	AEBSF	Biochemistry	Enzyme	Inhibitor	Serine Protease	Irreversible serine protease inhibitor	79006	Serine Protease
P1	21	K07	sample	78927	78927	319,27059	(+-)-Norepinephrine (+)bitartrate	(+-)-Arterenol (+)bitartrate; (+-)-Noradrenalin (+)bitartrate	Adrenoceptor		Agonist		Adrenergic neurotransmitter	78927	neurotransmitter
P1	21	K08	sample	79007	79007	133,10469	L-Aspartic acid		Glutamate		Agonist		Endogenous excitatory amino acid neurotransmitter	79007	neurotransmitter
P1	21	K09	sample	78928	78928	422,35148	Aurintricarboxylic acid	ATA	Apoptosis	Enzyme	Inhibitor	TopoII	DNA topoisomerase II inhibitor	78928	Topo II
P1	21	K10	sample	79008	79008	116,12056	(+-)-HA-966	(+-)-3-Amino-1-hydroxy-2-pyrrolidone	Glutamate		Antagonist	NMDA-glycine	NMDA glutamate receptor antagonist which appears to act by competing with glycineat the glycine modulation site of the NMDA glutamate receptor	79008	NMDA
